var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,var100,var101,var102,var103,var104,var105,var106,var107,var108,var109,var110,var111,var112,var113,var114,var115,var116,var117,var118,var119,var120,var121,var122,var123,var124,var125,var126,var127,var128,var129,var130,var131,var132,var133,var134,var135,var136,var137,var138,var139,var140,var141,var142,var143,var144,var145,var146,var147,var148,var149,var150,var151,var152,var153,var154,var155,var156,var157,var158,var159,var160,var161,var162,var163,var164,var165,var166,var167,var168,var169,var170,var171,var172,var173,var174,var175,var176,var177,var178,var179,var180,var181,var182,var183,var184,var185,var186,var187,var188,var189,var190,var191,var192,var193,var194,var195,var196,var197,var198,var199,f0,f1,f2
1,4,3,3,2,5,2,5,5,1,4,1,5,5,5,3,2,4,4,3,5,5,1,5,5,5,5,5,0,0,0,3,2,2,5,3,3,1,2,2,3,3,3,4,3,0,3,2,1,0,5,4,1,4,3,1,3,5,4,5,3,3,1,0,3,1,1,5,0,2,3,1,2,4,4,1,1,5,1,4,1,0,1,1,0,0,4,0,3,3,1,4,3,4,1,5,5,4,1,2,5,2,0,3,0,5,2,1,5,5,2,3,5,4,0,4,3,2,5,0,0,4,2,3,3,5,1,4,0,3,5,2,1,1,4,4,0,5,4,0,3,2,2,4,1,4,3,3,3,4,3,2,0,4,0,5,0,3,5,5,1,4,0,3,4,4,5,5,1,5,1,2,2,1,4,1,5,4,1,0,5,0,4,2,2,5,2,1,4,0,3,0,5,5,5,3,2,3,4,5,299,-132,54
4,4,4,3,3,3,4,4,4,5,2,3,5,0,2,0,5,5,0,3,0,3,4,3,1,0,1,3,4,3,2,2,5,3,2,1,4,4,3,5,5,2,2,1,2,4,5,2,2,1,1,0,5,4,0,5,1,2,4,2,5,5,0,5,3,3,1,2,2,4,0,5,1,1,0,4,1,3,2,5,4,5,4,4,1,1,0,4,0,5,4,0,2,3,0,1,0,3,3,3,0,4,5,5,3,0,3,0,1,0,4,5,4,5,0,3,3,4,1,0,5,1,4,1,5,3,2,1,1,4,4,5,0,3,2,0,4,4,2,5,2,3,2,0,1,0,3,0,3,0,3,3,3,1,0,3,0,5,2,5,2,4,2,0,5,1,3,1,4,2,3,2,0,3,5,3,5,1,2,4,1,4,0,3,5,0,5,1,0,0,0,2,4,5,2,3,4,2,2,3,-74,-424,-227
5,5,5,2,2,4,3,1,1,4,4,2,2,4,4,2,0,5,3,5,1,1,5,2,0,1,4,4,4,2,1,3,5,0,5,5,3,1,3,0,2,1,4,2,0,2,4,4,4,0,2,3,5,0,0,4,2,4,5,2,0,4,4,3,1,4,4,4,4,0,4,5,4,5,2,4,2,3,4,3,4,4,2,4,3,2,5,4,3,0,5,3,5,2,3,3,1,4,3,1,3,0,2,5,5,3,2,3,3,3,2,3,3,5,3,4,5,1,0,0,3,5,4,0,3,1,4,1,2,2,1,5,5,5,2,2,3,4,5,1,2,4,5,3,4,2,0,0,3,0,3,0,4,3,3,4,5,1,2,3,4,5,1,4,5,2,2,1,4,1,5,0,4,0,2,1,3,2,5,0,0,1,1,2,1,1,3,0,0,1,4,0,4,1,5,2,1,0,1,4,24,-35,86
0,0,4,4,0,1,5,3,3,2,1,3,5,4,4,0,5,4,0,2,3,0,2,5,3,0,4,1,4,4,2,4,1,4,4,2,3,5,0,4,4,4,3,1,1,5,4,3,2,3,2,5,0,1,0,5,1,4,5,4,5,0,2,1,4,5,3,5,0,4,3,1,5,3,0,2,3,0,0,2,2,3,5,4,3,1,4,2,4,1,3,3,0,2,4,2,1,0,4,4,3,0,2,5,1,4,3,5,5,1,1,1,4,1,3,5,0,3,0,0,1,4,2,0,1,2,2,4,4,4,3,0,2,1,0,2,5,0,2,2,3,0,3,4,3,1,5,5,4,2,1,2,2,0,4,4,2,1,3,5,4,5,5,0,0,3,5,2,5,5,1,3,0,2,4,3,0,4,0,1,5,5,5,5,1,1,1,0,1,0,4,4,2,4,2,4,0,2,0,3,107,415,-80
1,1,2,0,3,2,0,5,2,4,5,2,1,4,2,1,5,2,5,5,1,1,0,3,1,4,1,4,3,2,2,0,4,4,3,0,2,1,0,2,2,3,5,4,1,4,1,3,3,4,4,1,5,0,4,5,1,4,4,1,4,2,1,1,3,5,1,2,3,1,1,0,4,1,3,0,2,4,1,3,4,2,0,0,1,5,1,1,2,5,3,3,5,2,5,1,5,0,0,1,2,3,4,3,3,2,3,0,0,2,5,3,2,0,4,5,0,5,2,2,4,2,4,3,5,2,4,5,2,4,4,2,2,3,2,5,4,4,1,3,2,5,0,2,0,1,0,5,5,2,2,3,1,1,3,1,1,1,3,3,3,5,5,5,1,0,0,5,5,2,2,4,0,2,4,5,5,1,5,0,4,0,1,1,2,1,0,5,2,4,1,2,0,0,2,4,0,4,0,0,-100,-149,134
1,3,5,5,2,1,0,3,2,5,0,5,0,0,2,2,2,0,2,1,2,0,3,5,3,1,0,2,3,2,0,0,0,1,0,1,0,5,1,2,4,3,3,1,4,0,0,4,0,3,4,1,1,1,5,4,3,3,1,5,0,3,1,0,0,5,4,0,3,0,5,4,1,3,3,2,1,1,1,2,2,3,2,3,5,0,4,4,4,0,0,0,2,3,4,4,2,0,2,5,3,2,5,4,1,0,4,4,4,2,3,5,4,4,2,0,0,5,3,5,5,3,5,4,1,2,5,0,1,5,0,5,1,0,3,0,1,0,5,0,3,2,3,5,1,4,5,3,0,3,2,3,5,2,0,1,3,3,4,5,1,0,1,5,0,0,2,4,3,5,2,3,2,4,4,4,2,4,2,5,2,0,4,4,3,3,3,1,5,0,5,2,4,3,1,0,1,4,0,2,151,-144,161
0,2,5,5,3,5,0,0,3,4,2,1,0,1,2,0,0,1,3,5,3,2,3,5,2,4,4,1,5,3,2,4,0,0,3,3,1,1,2,3,3,5,3,3,5,2,3,3,2,5,2,3,0,5,0,2,1,0,0,1,0,3,3,3,5,2,5,3,5,3,0,0,3,4,5,2,5,2,4,5,1,5,5,2,4,4,3,3,4,3,3,3,1,0,3,0,1,0,5,0,1,2,4,5,1,5,3,5,5,5,1,0,1,2,3,2,4,4,4,4,2,4,0,4,3,4,5,4,4,1,4,2,2,0,2,1,5,1,1,1,2,1,0,0,5,3,4,1,0,2,3,2,3,4,1,3,4,4,2,0,3,2,1,1,4,5,1,0,2,0,4,5,5,3,5,5,1,1,1,0,3,4,2,1,4,5,1,4,0,4,2,5,5,3,0,2,2,0,4,4,-123,132,179
0,1,4,0,3,1,1,0,5,5,2,4,1,5,4,2,5,1,3,4,4,0,1,5,1,4,0,1,4,0,5,2,2,4,1,5,4,4,2,3,3,1,0,4,4,4,1,2,4,0,2,2,5,2,4,5,1,4,2,3,4,3,4,4,4,1,5,0,1,3,2,5,0,0,0,3,0,0,3,3,4,4,5,4,4,0,0,3,3,4,4,0,4,5,5,4,5,2,0,1,2,2,0,3,3,3,1,0,3,1,5,5,4,5,2,2,5,2,5,5,3,4,4,1,5,2,5,5,2,3,5,4,4,0,4,3,2,2,3,2,4,1,1,1,4,2,5,4,5,4,1,5,3,5,5,2,5,5,4,4,1,0,5,3,4,3,5,4,2,3,3,1,0,1,4,3,3,5,1,0,5,5,3,0,2,1,3,3,0,4,0,1,3,0,1,0,3,3,2,5,143,-150,-107
4,0,4,5,3,0,0,2,2,0,0,4,1,5,4,0,0,4,2,4,2,0,5,3,1,0,1,0,4,4,1,4,4,0,1,3,5,3,0,0,1,1,0,3,2,5,1,1,0,4,2,5,3,0,5,4,3,4,0,5,4,4,0,2,2,3,1,0,5,1,1,5,3,2,2,2,0,0,2,2,3,3,3,4,1,3,4,3,3,4,1,4,4,1,5,4,4,3,2,5,0,2,0,5,1,5,3,3,4,5,1,1,4,3,0,3,2,2,1,1,5,1,0,3,0,1,4,3,0,5,3,2,5,2,0,4,1,1,5,4,5,0,5,4,4,1,0,0,3,2,2,5,5,0,0,3,5,5,1,5,5,5,5,2,5,5,1,0,2,2,3,0,0,4,1,4,1,4,0,1,4,3,1,0,2,3,1,1,0,1,3,3,3,2,3,4,4,4,2,4,-31,-94,-193
0,2,5,4,3,1,0,2,4,3,4,1,3,1,2,4,4,1,4,1,1,4,0,2,2,0,4,4,0,3,4,4,1,1,0,4,5,2,3,2,1,0,0,2,4,1,0,0,1,2,0,1,0,1,2,1,3,0,5,2,1,4,2,2,4,0,3,5,3,2,4,1,4,4,5,3,1,5,3,1,2,5,2,4,5,5,4,4,4,1,5,1,0,1,0,5,5,1,5,3,0,5,2,5,3,0,3,1,2,2,5,2,2,3,1,2,2,2,0,5,4,5,5,2,3,0,5,0,0,3,2,5,1,1,0,5,0,3,5,3,5,4,3,3,0,4,1,4,0,4,3,3,1,4,3,3,5,1,1,1,1,2,1,0,5,4,5,3,3,3,2,1,4,5,3,3,0,2,2,3,0,5,1,1,4,0,5,4,1,4,1,2,4,3,2,2,2,5,2,0,6,-197,193
0,2,4,1,5,4,1,4,5,4,4,5,4,4,0,3,1,3,0,3,0,5,2,2,1,4,5,2,3,3,0,0,3,2,2,4,2,0,5,1,4,2,4,0,2,3,2,4,2,4,4,2,3,2,2,3,4,2,0,5,3,1,3,1,4,2,2,2,3,5,5,3,1,4,3,4,0,1,0,3,2,0,4,4,0,2,4,2,5,3,1,4,2,5,5,0,5,0,3,0,5,4,1,4,3,1,0,4,1,0,2,1,1,3,1,0,5,5,2,5,2,3,4,2,3,2,1,3,0,3,0,2,1,0,5,1,3,4,5,5,3,4,3,0,1,1,5,1,2,4,2,3,3,1,4,0,5,3,1,4,5,4,3,3,2,0,3,5,4,5,2,3,0,2,1,0,5,3,1,4,1,2,1,0,3,1,1,1,1,4,4,3,1,2,1,5,3,5,4,5,-5,301,-85
0,3,2,2,4,5,0,1,4,3,3,3,5,4,5,5,2,2,3,3,5,3,2,4,0,2,0,1,0,3,2,1,0,1,2,2,3,3,3,2,5,0,0,4,0,0,2,1,4,1,2,1,2,4,1,0,5,0,2,1,0,5,2,5,0,1,3,5,4,1,5,2,5,0,2,3,2,5,5,0,5,1,3,1,4,5,3,4,0,0,1,1,5,3,5,3,1,0,5,5,2,5,1,0,5,4,0,5,5,5,3,0,2,5,3,5,0,1,5,1,3,3,5,3,2,5,5,5,0,5,5,0,0,2,1,4,1,4,5,2,2,0,3,3,1,2,1,3,0,1,5,4,5,0,0,0,3,2,5,5,1,5,2,0,0,1,2,0,2,2,3,1,1,5,4,2,4,2,1,1,2,1,1,1,2,5,0,1,3,0,4,4,5,2,3,5,5,3,3,2,365,-137,-37
3,3,2,0,1,1,3,4,0,5,1,2,3,0,2,1,0,5,1,5,4,1,5,1,0,2,3,2,3,0,1,1,4,2,1,2,1,5,3,0,5,2,2,1,2,3,1,4,0,0,0,0,1,4,5,2,5,4,1,0,0,5,1,1,5,0,4,1,1,2,2,5,1,5,0,0,2,4,3,2,0,3,3,3,5,4,1,3,0,1,5,5,3,0,3,5,0,5,2,2,2,3,2,5,1,0,2,3,1,5,2,3,1,3,3,5,4,0,5,3,4,2,4,1,0,4,3,5,5,4,1,2,0,2,0,3,4,3,5,1,1,4,4,1,1,0,2,2,3,0,5,1,4,2,3,3,5,1,5,1,0,5,3,0,1,2,3,4,2,1,4,3,4,3,4,3,0,1,2,1,2,4,4,1,2,0,3,5,3,3,5,2,1,3,5,1,3,4,4,0,-187,-89,-56
1,0,0,4,4,5,2,1,1,3,2,2,3,4,3,4,0,0,1,5,3,4,4,3,0,2,0,4,1,5,5,3,4,2,1,3,1,1,1,2,0,3,2,1,2,4,1,0,1,3,2,1,5,4,4,0,2,2,1,0,2,5,2,2,4,5,3,5,1,2,0,1,0,3,1,1,3,0,3,5,3,0,4,2,5,3,1,0,3,3,3,1,4,4,4,3,1,2,2,1,3,5,1,3,1,2,4,5,1,0,4,5,4,3,0,3,1,0,2,4,5,2,2,4,4,5,3,5,1,1,3,2,1,2,0,1,0,5,3,4,2,3,3,2,0,3,0,3,5,0,1,0,0,2,4,2,4,5,2,5,1,2,5,5,5,0,0,3,2,2,1,4,4,2,3,1,1,0,1,2,0,2,0,5,5,0,4,3,0,5,3,3,3,0,4,3,1,1,2,0,-34,-252,-55
0,1,1,4,2,2,5,3,5,5,5,1,5,5,2,5,4,5,3,2,5,3,0,0,2,3,5,2,4,3,0,1,0,4,3,2,2,2,5,4,1,5,4,5,1,5,4,0,5,0,5,0,0,1,2,1,1,4,1,1,3,2,0,3,2,5,2,4,3,4,0,5,4,2,3,2,1,5,4,1,4,3,5,4,1,2,1,2,0,3,5,3,3,3,5,1,4,4,5,1,2,1,5,4,0,4,2,2,2,2,0,5,0,3,0,3,5,2,3,1,5,3,0,5,3,0,0,4,2,2,5,1,5,4,0,4,5,0,2,4,1,1,4,0,0,2,4,1,2,4,1,4,0,3,0,2,3,5,0,5,1,5,3,4,3,3,1,0,2,5,0,3,3,4,5,1,3,5,1,2,5,0,3,2,0,0,5,5,0,3,0,2,3,1,0,2,3,1,3,0,289,-285,104
1,1,0,1,4,4,4,1,2,4,4,2,5,0,3,5,5,0,5,0,4,2,5,2,4,1,2,3,3,5,1,5,4,3,1,1,0,0,0,1,4,3,4,0,0,2,5,1,3,1,2,0,5,1,4,1,4,5,5,4,3,4,2,4,4,4,5,5,3,0,0,4,4,4,2,2,2,5,0,0,3,5,0,3,0,4,0,0,0,2,2,1,5,4,1,1,3,1,4,4,4,5,2,1,5,0,0,3,0,4,1,3,3,0,0,3,1,2,5,4,0,0,4,5,2,2,1,1,2,0,4,5,4,4,5,4,5,4,5,1,5,5,5,5,0,2,2,1,2,4,0,3,5,4,4,5,2,0,1,0,4,5,1,5,1,0,4,4,3,5,2,5,1,0,4,3,0,0,5,0,2,5,5,1,0,4,0,3,2,0,1,5,5,4,1,4,4,4,0,4,-7,-452,-10
0,4,5,5,5,0,3,3,0,5,5,1,0,3,5,2,4,1,5,4,0,1,0,1,1,5,5,2,0,3,0,3,1,4,4,2,3,5,0,5,2,5,3,3,0,2,2,1,1,3,3,2,4,5,1,2,1,1,2,0,2,0,0,1,3,0,2,2,4,3,5,2,3,1,4,4,3,5,5,0,0,0,3,3,2,5,0,2,2,4,4,5,1,3,5,4,2,4,2,5,5,0,3,5,4,4,0,3,4,1,3,2,1,3,3,0,2,3,1,2,5,4,2,4,1,0,4,0,4,4,0,2,0,0,4,3,3,4,1,2,4,1,4,4,0,5,1,5,4,3,4,3,4,5,0,0,5,5,3,1,2,4,1,3,1,1,4,4,4,0,3,4,0,4,3,3,1,2,3,4,4,2,4,3,1,1,2,1,3,3,0,0,3,5,0,2,1,5,0,1,360,-47,94
4,1,4,3,5,5,0,2,0,3,1,0,0,2,4,2,5,3,3,2,3,4,5,4,5,5,2,1,5,4,0,4,2,0,2,5,0,2,5,3,0,3,5,5,2,4,1,0,1,1,3,2,5,5,3,5,1,4,4,2,2,4,2,0,4,1,5,1,1,3,5,0,0,2,3,1,3,2,0,3,5,4,5,5,2,1,1,1,4,2,4,5,1,4,5,3,2,2,3,5,4,0,4,5,4,2,4,1,2,5,4,5,0,3,0,0,1,3,2,3,4,4,4,3,5,0,2,2,5,3,2,3,1,5,4,2,5,0,0,4,0,5,3,4,1,5,1,3,3,1,4,2,5,3,0,0,3,4,2,5,2,4,3,3,0,1,3,0,5,5,3,0,4,3,2,4,4,4,2,2,5,5,1,2,1,1,1,5,5,5,0,4,1,0,5,0,0,0,1,4,355,25,170
3,3,1,1,3,4,5,3,2,4,4,3,5,3,1,1,3,5,0,2,2,0,5,2,1,4,3,4,0,5,3,5,4,0,0,0,3,3,1,5,3,1,0,1,1,1,0,3,4,2,5,4,5,4,2,4,4,1,3,3,2,0,3,0,4,1,3,4,3,5,4,2,0,1,4,2,2,0,5,4,2,4,5,5,5,2,2,4,0,1,5,1,5,3,1,0,4,1,2,2,2,1,0,0,2,4,0,4,2,0,2,4,0,1,0,3,0,3,3,2,3,1,4,1,1,2,3,5,5,0,4,0,2,4,4,1,5,4,1,0,1,1,0,1,0,1,0,0,4,2,0,3,2,2,5,3,0,5,2,5,3,0,5,3,2,3,1,0,1,2,3,2,3,1,5,2,3,0,2,2,4,1,4,2,4,0,3,2,4,0,2,4,4,0,4,4,5,3,2,5,-81,-244,129
2,4,5,0,2,4,4,0,0,1,0,1,4,3,5,2,5,1,0,1,3,1,2,5,0,2,0,5,5,0,3,5,2,0,2,2,0,1,4,0,4,5,1,5,4,4,5,4,5,2,2,5,3,0,1,5,3,4,3,3,0,5,5,4,1,0,5,1,3,4,2,5,4,1,3,4,5,2,1,2,1,5,4,1,3,2,4,0,3,0,2,5,4,4,4,1,1,3,5,5,0,3,2,1,1,4,1,4,1,4,3,1,1,2,0,4,4,1,0,4,2,1,1,5,2,1,4,4,2,0,1,4,4,3,5,2,1,5,0,1,0,1,1,4,3,5,1,3,1,4,1,2,2,5,0,3,2,1,5,1,5,4,5,0,0,0,5,2,1,0,1,2,2,2,3,0,1,2,5,2,1,3,0,3,1,0,1,2,2,3,2,3,1,1,5,4,3,1,1,2,-81,-143,215
3,0,2,0,2,0,0,0,1,2,3,1,0,0,4,0,2,0,0,0,1,4,2,5,5,1,2,1,0,5,2,1,4,5,0,0,0,4,4,5,3,5,3,3,3,3,4,2,2,0,2,5,0,4,5,1,0,4,3,0,4,3,3,4,0,0,3,1,0,4,5,2,3,3,5,2,4,1,0,3,2,4,3,3,4,3,0,1,3,5,4,2,0,3,5,2,4,1,2,5,1,5,0,5,4,3,3,1,0,1,5,3,0,5,0,4,0,3,0,3,4,1,3,1,4,3,5,1,2,1,0,5,4,2,0,3,3,3,1,1,2,1,1,0,1,3,5,1,4,2,1,2,0,2,3,5,1,3,0,1,4,0,5,3,4,4,0,0,2,3,0,1,2,3,1,0,1,3,5,2,5,2,2,1,2,0,5,4,3,3,4,2,2,2,0,4,1,5,4,1,-18,-147,158
