var0,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50,var51,var52,var53,var54,var55,var56,var57,var58,var59,var60,var61,var62,var63,var64,var65,var66,var67,var68,var69,var70,var71,var72,var73,var74,var75,var76,var77,var78,var79,var80,var81,var82,var83,var84,var85,var86,var87,var88,var89,var90,var91,var92,var93,var94,var95,var96,var97,var98,var99,f0,f1
3,1,3,5,2,5,4,5,4,0,1,2,3,2,4,5,4,5,0,5,1,1,1,1,5,0,2,0,5,4,1,5,3,0,2,4,3,1,3,2,1,0,5,2,0,3,2,0,0,3,5,2,1,0,2,0,4,5,2,3,1,1,3,1,2,1,2,3,5,3,1,1,2,5,5,0,1,4,2,4,4,1,1,2,2,2,2,4,3,1,0,0,3,2,1,0,3,2,1,2,-242,-13
4,4,2,0,0,1,1,3,4,1,4,2,1,4,1,0,0,2,3,1,2,1,1,5,0,2,3,1,0,1,1,1,4,5,1,1,2,2,3,1,2,0,2,5,1,0,5,5,0,1,5,2,3,4,0,2,1,3,2,4,1,2,2,3,3,3,2,4,5,2,2,3,0,4,3,4,4,2,1,2,5,1,4,3,1,0,4,4,0,0,3,0,2,5,1,0,5,2,0,0,-59,84
1,5,3,3,5,5,1,1,4,3,0,5,2,2,1,4,4,0,3,0,5,4,5,0,4,5,4,4,4,4,3,3,3,5,0,0,4,2,4,0,1,4,0,3,4,3,1,4,2,5,0,3,5,1,5,0,2,4,2,4,1,0,2,3,0,0,5,0,0,4,0,0,2,0,4,3,3,1,1,0,1,3,4,1,4,5,3,4,3,4,2,4,2,2,1,1,0,2,1,0,-223,312
5,2,1,2,0,0,0,3,5,4,2,5,1,1,1,0,5,4,4,2,2,4,5,3,0,1,5,2,0,1,1,4,1,5,1,5,5,0,2,1,0,4,1,5,3,4,1,1,0,3,5,1,1,0,0,1,4,2,3,4,4,0,5,0,5,2,4,2,0,0,2,4,4,5,3,3,5,3,1,2,5,0,1,1,5,1,0,1,4,4,4,4,5,2,0,2,4,2,0,4,-124,297
2,1,5,1,5,3,0,3,1,5,2,5,2,3,1,5,3,1,1,5,3,1,4,1,4,1,3,1,2,4,0,5,0,2,1,3,5,1,3,1,0,1,0,1,3,5,1,0,3,2,4,5,3,5,5,4,1,0,4,4,1,0,1,1,2,2,0,3,5,0,0,1,0,2,4,2,4,0,2,4,3,3,3,0,1,4,0,5,0,4,4,4,1,3,3,1,5,4,5,4,-132,193
1,4,3,2,5,2,3,0,2,1,1,2,4,3,5,0,2,3,2,1,4,2,1,0,5,2,2,1,5,4,4,4,2,4,4,1,3,0,5,3,2,5,4,0,5,3,4,2,3,2,2,4,4,3,3,2,4,2,5,4,3,2,0,0,1,2,4,3,3,4,3,2,4,0,1,0,3,2,3,1,0,1,0,0,2,2,2,1,5,2,2,5,4,5,4,3,4,1,3,0,-199,199
1,3,1,4,0,2,5,1,0,1,4,2,3,3,2,5,3,3,0,1,2,3,5,2,1,4,4,1,1,4,5,0,3,2,5,2,3,4,5,4,5,5,3,2,2,3,4,1,5,5,3,1,2,2,5,1,0,2,5,1,1,4,4,0,1,4,5,4,3,3,2,5,1,3,2,4,4,0,4,0,4,4,2,3,4,0,5,0,3,3,1,4,5,1,3,1,3,4,2,5,-135,230
4,2,2,2,4,4,3,0,2,5,0,0,1,3,4,1,3,2,3,3,3,3,2,0,0,4,3,2,0,3,5,4,4,4,5,3,4,5,5,5,0,1,3,2,4,2,0,1,4,1,2,1,0,4,1,3,2,4,5,1,1,4,4,1,5,0,3,1,2,1,1,4,2,0,0,3,2,2,0,2,3,2,2,3,1,4,5,1,2,5,3,1,4,1,4,3,4,4,0,3,-54,194
5,0,3,4,5,3,3,4,0,4,5,3,5,0,2,4,0,1,4,2,0,5,3,4,0,2,5,0,4,2,4,0,1,1,2,1,5,3,3,4,1,2,1,3,5,2,2,5,0,1,0,1,4,0,2,0,3,5,3,0,2,0,4,5,4,4,1,4,3,0,3,2,4,2,1,5,2,3,0,5,2,4,3,5,4,1,4,4,3,2,0,5,1,3,3,4,2,3,3,1,37,48
5,3,3,2,3,1,5,0,0,5,2,4,4,0,3,5,5,5,4,5,0,4,1,5,3,0,1,4,4,5,3,1,0,2,4,1,3,4,2,3,1,4,5,4,0,3,4,1,5,5,1,2,5,4,0,0,3,1,0,4,1,0,2,1,4,1,4,4,3,1,0,2,2,0,5,5,3,4,0,3,2,1,2,2,4,1,1,2,0,0,5,1,4,0,1,4,4,1,5,2,6,186
1,0,0,1,4,0,5,3,0,5,5,3,3,2,4,5,3,1,2,1,0,5,3,4,0,5,4,0,4,2,1,5,3,4,3,3,5,4,5,0,5,4,3,4,1,0,5,1,2,0,2,1,2,4,4,1,2,1,0,3,3,3,4,2,0,5,3,2,0,4,3,2,3,4,1,5,5,3,5,5,2,5,4,2,4,4,1,5,1,1,2,4,1,0,5,2,0,1,2,5,-82,197
1,3,5,0,1,1,3,0,5,3,1,5,0,1,2,1,3,0,2,1,0,0,5,2,0,1,5,1,1,4,3,0,2,3,4,3,3,1,3,5,4,0,4,2,4,1,1,2,1,1,0,5,0,3,0,2,1,2,1,1,4,4,2,3,3,0,2,3,1,0,5,4,0,3,4,1,2,0,2,1,3,4,3,5,0,0,0,1,0,1,0,0,4,1,5,2,4,3,1,5,16,43
1,4,5,0,1,5,3,2,1,2,5,4,4,5,5,3,3,0,3,5,4,0,1,5,4,4,0,2,1,4,0,0,1,2,0,0,3,5,3,1,5,5,4,5,5,5,4,5,1,3,5,2,2,0,3,3,3,5,1,1,1,1,0,5,5,5,2,1,3,2,5,0,3,0,5,5,4,2,2,3,3,5,1,3,2,1,4,2,3,5,3,5,0,1,2,2,4,3,5,4,-140,79
1,4,0,5,2,3,3,4,4,0,2,0,2,1,4,3,5,2,3,0,5,0,4,1,2,3,0,2,0,1,5,3,2,5,2,3,0,0,4,4,5,4,3,1,2,5,1,4,2,2,1,1,3,1,0,1,0,3,3,4,3,2,4,0,5,0,1,3,0,5,3,4,3,3,2,5,1,0,0,2,0,5,5,3,4,5,2,3,4,4,5,2,5,0,3,1,3,0,1,3,-53,306
3,1,4,2,0,5,2,0,3,5,0,3,4,3,4,3,3,3,0,4,5,1,2,4,0,3,5,1,4,3,4,5,2,4,4,4,3,3,4,1,0,3,4,1,5,5,5,4,5,2,5,5,4,0,2,0,0,5,5,1,4,1,0,5,5,3,3,2,2,1,1,1,5,4,0,1,4,0,2,0,0,3,4,4,4,4,2,0,0,3,5,3,0,2,4,4,1,1,1,3,-158,97
0,3,4,3,1,3,2,3,4,3,5,5,4,3,5,2,3,1,2,2,5,3,5,5,1,1,1,3,1,0,4,5,5,5,2,4,1,0,3,5,4,2,0,1,3,1,4,1,1,5,0,1,1,0,2,0,3,4,5,5,4,3,0,0,3,1,2,2,0,5,1,5,4,0,0,1,1,1,0,2,0,1,4,4,3,3,5,5,4,3,0,5,2,4,4,3,4,2,4,4,-109,251
0,3,1,0,0,5,3,5,1,5,5,1,2,1,5,4,4,5,3,4,0,4,4,1,4,3,1,3,4,4,3,3,3,5,0,5,4,1,5,3,2,1,1,2,0,1,0,0,4,0,5,3,2,0,2,0,1,3,4,5,4,1,1,2,2,0,5,0,2,5,3,4,4,0,0,2,5,5,0,1,4,0,2,1,5,1,1,3,4,5,4,1,4,3,2,1,0,4,3,5,-58,80
1,1,4,3,3,5,0,0,0,0,5,2,4,3,1,3,1,5,1,4,2,2,5,4,5,0,5,2,5,1,3,5,2,1,4,0,0,2,4,5,2,2,3,1,1,4,2,2,2,1,0,2,4,4,3,4,0,2,3,1,1,3,3,0,3,1,1,5,5,3,1,2,2,4,5,1,2,4,5,3,0,5,1,0,0,0,1,2,2,2,2,2,5,1,3,0,0,4,5,5,-203,92
5,2,0,3,0,4,5,0,2,5,5,2,1,5,4,1,1,0,2,3,4,3,2,4,4,5,3,0,4,1,2,3,5,2,5,5,3,5,5,3,4,4,1,1,0,4,2,1,4,2,2,1,1,0,3,1,0,3,4,4,5,5,4,5,3,1,5,4,3,4,4,3,5,5,4,0,4,3,3,4,1,5,2,0,0,0,3,1,1,0,0,2,1,4,3,2,3,2,4,2,-386,215
0,4,3,1,2,2,0,1,5,5,4,2,5,3,3,5,5,3,0,0,3,3,4,4,4,0,2,1,2,5,5,5,1,5,3,2,4,1,2,1,2,0,4,1,0,5,0,0,0,5,4,5,1,1,4,5,3,0,3,3,2,2,5,0,1,4,2,5,5,3,0,3,4,3,1,1,1,2,1,0,4,4,4,1,3,4,0,0,0,1,1,2,4,4,4,2,2,4,2,1,-56,168
4,2,4,1,1,0,2,0,2,4,2,5,1,2,0,5,5,2,1,3,0,2,2,5,3,3,3,0,4,5,0,3,2,3,2,3,4,4,0,5,1,0,4,5,4,0,0,5,1,4,5,2,0,3,4,3,2,4,3,0,1,1,0,2,3,3,0,1,3,3,5,1,4,0,1,2,5,1,3,1,1,2,1,2,4,0,3,3,2,3,2,0,0,5,4,3,4,2,2,5,-11,68
5,2,2,0,2,3,1,4,2,0,1,2,3,2,2,5,3,1,5,5,5,3,0,1,1,5,4,1,1,2,2,3,4,0,5,2,3,4,4,5,1,3,5,3,4,0,4,1,0,3,4,0,4,3,3,1,2,4,2,3,1,5,5,0,4,1,1,5,3,5,4,1,1,0,0,0,0,3,4,2,0,2,0,3,4,5,1,1,4,0,5,2,5,2,0,5,5,1,4,4,-55,87
3,5,1,0,1,5,0,2,5,4,0,2,3,2,2,5,2,5,0,4,0,3,0,5,0,4,2,3,0,4,5,3,2,1,1,5,3,2,1,0,2,4,1,2,0,0,4,5,3,1,1,3,1,3,4,4,2,3,5,0,3,2,1,4,2,2,1,3,2,3,1,0,1,0,5,1,3,4,1,3,1,0,1,3,5,1,4,0,2,1,1,3,3,3,3,3,0,2,4,5,-127,122
4,4,1,0,3,5,3,3,3,4,3,4,2,1,3,0,2,3,5,3,2,4,3,4,1,2,0,4,3,5,4,4,4,5,0,4,5,3,2,4,3,1,3,3,1,5,3,1,5,0,5,1,1,5,5,5,5,0,3,4,5,1,2,1,3,3,3,0,5,3,0,0,0,5,0,5,4,4,3,3,2,0,4,4,4,1,3,2,0,5,2,1,4,0,2,0,2,0,4,3,-61,-179
2,3,0,4,2,0,5,0,0,5,5,4,2,1,0,4,3,2,0,4,5,5,3,5,5,5,0,1,0,2,2,1,1,5,5,1,5,3,0,4,5,1,5,3,3,0,5,3,3,1,3,2,3,4,1,4,5,1,2,4,4,5,2,0,5,4,1,2,2,1,2,1,2,3,3,2,4,5,2,2,1,3,3,1,4,2,0,4,3,2,0,1,0,0,3,1,4,3,2,2,2,-12
3,3,4,1,1,4,5,2,2,5,5,4,3,5,1,0,5,5,4,2,1,5,4,3,3,5,4,0,4,2,5,1,2,3,2,0,4,4,1,1,4,4,1,2,4,3,5,3,4,2,3,4,3,3,5,2,5,5,1,4,2,5,1,0,5,2,3,0,4,3,0,4,2,0,1,1,0,3,1,5,1,0,1,4,5,5,3,5,0,0,5,4,1,0,3,4,2,3,0,2,-136,78
1,0,5,3,3,3,4,2,2,2,5,0,3,0,0,4,2,2,3,0,3,1,2,3,3,0,3,3,0,5,3,5,2,3,5,3,2,3,3,4,5,4,5,4,3,0,2,2,0,4,2,1,1,3,2,1,4,0,3,4,1,1,3,4,4,5,0,5,0,2,0,5,4,4,2,5,0,2,0,2,2,5,5,4,5,4,4,4,1,1,1,0,4,2,5,4,2,3,1,4,42,217
5,4,1,2,5,2,3,3,1,3,5,1,4,5,2,4,3,1,1,4,5,4,2,1,1,1,1,0,4,0,0,0,1,3,1,1,0,5,2,1,0,1,0,0,5,5,4,0,2,3,4,3,3,2,4,0,2,1,0,1,4,0,2,0,2,1,5,2,0,4,1,5,3,3,2,0,0,1,5,4,3,0,5,1,4,2,0,3,3,0,1,5,1,0,5,2,1,3,3,0,-85,335
2,1,3,4,0,3,1,4,0,4,0,1,1,5,5,2,3,3,4,0,4,3,1,2,5,2,0,1,0,4,3,1,0,0,2,4,1,2,4,5,0,4,0,0,2,2,4,5,5,3,5,3,0,1,4,4,5,0,1,0,4,1,5,5,3,0,1,1,1,5,5,2,4,2,3,3,0,4,2,1,2,2,2,3,3,0,0,0,4,5,1,5,4,2,3,5,2,1,4,0,-8,285
2,1,1,5,1,1,2,5,4,3,3,0,1,5,1,3,1,2,4,3,3,5,4,1,2,5,3,3,3,1,4,3,2,4,4,4,3,5,2,3,2,4,0,1,2,2,4,1,0,4,3,5,5,4,0,4,4,1,2,5,3,3,3,1,1,3,1,3,4,3,4,2,0,4,4,4,3,3,3,0,2,0,4,0,2,0,3,4,0,2,1,4,5,4,4,5,4,1,2,5,-1,146
4,0,4,2,5,5,4,1,3,3,5,3,4,5,5,3,4,4,4,4,2,5,2,2,5,1,2,5,4,2,1,2,2,1,4,0,3,1,1,2,5,0,2,4,3,0,0,4,0,0,0,4,3,0,1,5,5,4,0,2,3,2,1,0,1,5,5,0,1,1,3,3,4,3,5,1,0,2,4,3,1,2,0,4,4,0,4,0,0,2,1,0,3,5,5,4,5,0,2,4,131,31
5,0,0,4,0,2,2,0,0,0,2,2,4,5,2,1,3,5,2,4,1,3,1,5,1,4,5,5,3,0,3,1,0,3,0,3,1,0,5,3,2,4,0,3,0,1,0,3,0,3,4,3,5,0,5,4,0,1,4,3,4,4,0,1,5,1,1,1,4,4,2,5,0,3,1,4,0,5,2,5,2,5,4,5,4,4,2,0,3,0,5,0,1,5,0,0,5,2,2,1,-61,340
5,4,0,0,5,1,2,4,2,4,2,4,0,4,4,5,1,4,4,3,5,3,1,4,0,2,3,2,4,1,0,0,2,2,5,5,2,4,2,1,0,5,1,1,2,0,1,3,5,4,0,0,5,5,3,0,4,4,3,3,1,3,3,3,3,1,0,4,3,2,2,2,4,4,2,5,3,2,4,0,3,3,2,2,5,5,1,2,3,4,0,4,1,2,4,0,1,0,4,0,-126,75
4,5,5,4,5,0,5,0,3,2,5,0,0,1,3,5,2,3,3,1,4,3,2,2,1,0,1,4,0,1,4,3,3,1,2,1,1,1,4,3,3,0,3,5,1,3,4,4,4,0,4,0,2,3,1,4,3,3,5,5,0,3,1,4,4,5,0,4,1,4,3,5,2,1,2,2,5,5,4,3,4,1,5,1,1,3,1,4,5,2,3,5,3,2,1,4,4,2,5,2,-86,83
4,1,1,3,4,0,2,4,0,3,2,2,1,0,5,4,3,0,1,1,4,4,4,0,4,3,0,2,1,3,3,2,3,0,3,1,1,3,2,3,2,4,5,4,4,1,0,4,0,1,0,4,5,3,5,1,2,0,2,3,4,1,2,1,5,4,2,5,5,2,1,2,4,5,2,0,3,3,1,3,5,4,2,2,4,5,5,5,0,4,1,4,2,5,2,4,2,0,0,0,183,-36
5,3,3,4,1,5,2,3,2,4,2,3,1,2,5,3,1,5,3,4,5,2,5,3,5,2,0,5,5,5,5,1,0,2,0,3,4,1,1,0,3,2,2,3,5,0,1,3,1,0,1,2,2,1,5,0,5,5,3,3,2,1,3,0,5,4,1,5,5,2,5,2,3,2,1,5,5,4,3,3,2,0,5,5,1,4,4,4,0,3,5,5,1,0,1,3,3,4,2,3,30,75
4,0,2,5,2,3,1,1,5,4,3,3,4,2,3,5,0,4,0,4,3,2,3,3,4,2,4,3,4,0,1,5,2,1,1,3,0,3,2,0,2,4,5,5,5,2,3,3,4,2,3,2,4,0,0,4,5,0,3,2,1,2,0,4,5,3,2,5,3,3,3,1,5,0,0,5,2,5,2,0,3,3,2,1,5,5,5,1,0,1,3,0,4,2,3,0,0,2,0,2,-62,98
1,5,0,3,2,1,5,3,2,5,4,0,4,4,0,4,1,5,4,2,4,4,0,1,0,0,4,2,3,4,0,1,4,4,3,1,4,0,2,1,1,4,4,0,5,4,3,2,2,1,4,2,5,5,1,0,5,1,3,3,0,1,4,2,3,3,5,3,2,5,1,0,3,1,3,2,2,5,4,2,2,2,4,5,0,5,4,4,4,0,0,0,4,0,0,5,5,5,4,0,-238,467
4,2,5,2,1,0,3,2,4,0,4,4,0,4,3,1,1,0,5,3,3,3,2,2,1,1,4,0,2,0,2,3,3,0,3,1,5,0,4,1,0,3,1,3,0,5,2,5,0,3,3,0,0,3,4,3,5,1,2,1,2,3,5,2,1,1,2,1,5,3,2,4,0,5,1,1,5,2,3,0,5,0,5,2,5,1,5,5,5,4,2,5,2,1,5,3,5,3,5,1,-60,172
5,3,0,1,3,1,1,1,0,2,2,2,0,1,1,3,5,2,2,1,0,5,4,2,4,2,2,4,4,5,3,0,2,4,1,0,0,2,2,5,4,3,0,0,3,5,3,0,2,5,4,1,5,1,1,3,0,3,0,4,1,5,0,2,1,5,0,4,1,5,4,1,2,5,3,5,4,4,2,2,5,2,3,5,4,5,0,0,0,4,1,0,0,4,5,0,1,4,4,0,29,34
3,0,5,1,0,3,0,4,0,0,4,0,2,0,3,1,3,4,0,5,5,2,4,5,5,0,5,0,5,0,4,0,2,3,5,4,0,1,5,1,4,4,0,3,4,3,0,4,0,1,0,1,1,2,5,1,4,1,5,1,2,0,1,4,1,1,4,1,2,0,0,1,4,1,1,5,4,4,0,0,1,4,3,0,4,2,0,0,2,3,3,0,4,3,2,0,0,4,0,3,10,58
1,2,2,2,5,3,1,5,5,5,5,2,2,4,5,2,0,0,2,4,5,2,4,1,3,5,4,3,5,0,3,3,1,4,4,1,5,2,1,3,4,0,5,5,1,0,0,3,0,4,5,5,3,1,2,4,1,5,5,0,5,1,1,0,0,2,0,4,5,2,4,3,3,4,4,0,1,0,5,0,5,1,2,2,0,0,3,0,1,2,0,2,0,0,3,2,5,2,5,5,-11,161
5,3,5,4,5,4,2,3,2,2,1,1,4,1,5,2,1,2,3,0,3,2,2,1,3,2,2,3,4,4,5,4,1,5,2,5,2,3,2,1,0,0,3,5,5,4,4,0,1,5,1,1,3,3,2,4,3,3,1,3,2,3,0,2,3,1,2,3,5,4,3,2,0,0,4,2,2,4,1,5,0,0,5,5,5,2,3,0,1,2,1,2,4,4,4,3,0,0,4,4,-130,172
0,2,3,4,2,2,2,1,3,1,2,5,5,3,1,4,2,4,1,2,4,4,1,5,5,3,2,0,5,4,0,1,0,1,4,3,3,4,0,3,2,5,3,2,1,0,0,3,4,4,5,4,4,4,2,5,2,5,4,5,2,1,3,5,2,4,3,5,4,3,1,1,1,1,3,1,5,4,4,5,1,2,2,3,4,1,4,4,3,3,1,5,0,0,4,0,4,5,2,0,-136,110
4,5,4,4,1,4,2,1,5,5,0,2,0,2,5,3,0,5,2,4,2,0,3,3,3,1,0,2,3,5,0,5,2,0,3,4,5,0,4,1,4,3,2,2,4,2,0,5,4,0,3,1,2,3,5,4,1,2,3,4,1,0,3,4,2,2,4,3,2,2,0,3,5,2,4,4,5,0,1,5,0,0,0,3,5,5,4,4,2,1,0,2,4,4,0,5,5,0,0,5,-140,5
5,2,1,3,2,2,0,0,5,1,4,2,5,2,0,2,3,0,0,3,4,4,0,3,3,1,2,2,1,0,0,5,5,2,5,5,4,3,5,1,5,4,1,2,0,1,4,5,2,4,4,2,2,0,0,3,2,4,0,5,1,3,4,3,3,1,1,4,2,1,0,5,4,1,0,3,5,3,3,4,3,3,1,5,0,3,3,3,3,2,2,2,0,5,3,3,3,3,0,4,-87,265
1,1,1,1,4,3,2,5,0,0,5,2,1,2,3,1,3,5,2,2,1,0,1,5,5,2,3,3,0,1,5,5,4,1,0,5,3,3,2,5,3,3,2,4,2,2,5,1,5,3,0,2,1,2,0,0,3,1,0,3,1,1,4,3,0,5,5,4,1,2,5,1,1,3,0,2,4,3,3,1,2,3,2,5,0,1,5,5,4,3,4,4,5,0,4,0,3,5,0,1,159,40
0,1,0,4,4,3,3,5,5,2,5,3,1,0,3,3,0,2,3,3,3,5,1,2,0,0,2,5,0,5,1,0,3,1,3,1,0,2,4,1,1,3,0,4,0,1,2,4,2,5,2,1,3,0,4,0,1,1,5,1,3,5,5,5,2,1,4,0,2,2,0,0,3,2,4,3,3,3,5,2,5,1,4,3,4,2,3,0,4,4,0,5,1,0,0,5,1,5,3,3,-204,143
2,5,2,2,1,3,5,4,5,1,5,2,0,1,2,5,0,0,2,2,4,2,5,4,3,5,1,4,2,0,0,2,4,3,4,4,3,0,0,5,2,1,5,4,5,0,5,3,2,0,2,5,0,4,0,3,3,0,1,1,2,2,0,5,0,5,5,0,3,0,5,0,5,4,1,5,1,0,3,5,3,1,1,2,0,1,2,2,1,0,4,4,5,1,0,0,1,1,1,2,-184,278
1,1,2,1,4,3,3,1,2,0,2,4,1,5,4,3,1,3,0,1,1,0,0,3,1,1,2,5,1,1,5,2,0,4,4,5,2,5,3,0,0,0,4,4,4,2,3,5,3,5,0,0,1,0,4,5,0,1,2,3,1,2,2,0,1,5,4,3,3,2,2,2,0,1,3,5,2,0,4,1,5,0,2,3,0,1,5,2,5,4,2,3,1,5,4,5,5,4,1,1,-2,177
5,5,0,1,4,0,3,1,3,1,1,4,2,4,1,5,5,1,5,3,2,0,1,4,0,3,0,5,1,1,0,0,3,0,4,2,1,4,3,0,2,2,2,5,4,4,3,2,1,5,1,5,1,0,0,2,0,1,3,2,0,1,0,0,2,0,3,0,1,4,4,3,5,4,1,2,2,3,2,5,1,5,0,2,3,3,0,0,0,1,0,3,2,2,4,0,4,5,4,5,35,152
0,1,0,0,4,4,2,3,1,2,1,0,1,5,0,4,1,5,1,2,2,3,3,2,1,4,4,5,2,3,1,1,0,2,1,0,1,4,0,0,2,2,4,4,2,4,3,3,0,3,1,0,1,3,0,5,5,3,2,4,0,1,4,1,3,1,4,1,4,2,2,4,1,2,0,5,5,5,4,1,3,1,2,2,5,3,3,5,4,5,3,1,0,2,1,3,5,4,1,1,-39,48
0,0,0,2,1,4,4,1,2,3,2,0,0,2,4,3,5,2,4,5,2,4,5,2,3,3,1,5,4,4,5,3,5,0,0,5,4,0,5,2,1,1,1,1,1,4,0,1,0,4,3,5,5,3,3,1,3,3,1,5,5,4,3,3,0,3,5,3,1,2,3,4,4,1,5,2,1,3,3,0,4,4,1,0,2,3,0,2,1,3,5,5,5,5,4,0,3,1,0,1,-161,87
3,2,5,3,2,5,4,5,1,5,0,0,1,1,2,0,3,0,4,1,5,1,2,3,3,0,3,5,5,3,4,5,4,1,5,3,3,4,4,1,3,1,0,1,4,0,3,3,2,3,4,3,5,1,0,3,2,4,5,4,3,4,3,0,5,0,1,0,3,1,2,4,0,1,0,5,1,4,4,3,1,4,5,3,2,3,5,4,4,2,1,4,0,1,2,4,1,3,0,1,-57,94
3,0,4,4,3,4,4,3,2,1,3,2,3,3,4,4,2,3,0,4,0,4,4,2,0,5,3,2,3,1,3,5,2,1,1,2,0,1,4,0,0,4,0,2,4,3,2,1,1,4,1,0,0,2,1,3,5,4,5,2,0,4,3,1,5,0,0,5,2,2,2,0,5,2,0,3,2,1,4,2,0,5,3,5,1,5,5,0,3,1,2,1,1,2,0,5,3,5,5,0,-95,113
